movieId,title,genres,cast,crew
2807,Universal Soldier: The Return,Action,Jean-Claude Van Damme,Mic Rodgers
71135,Pandorum,Action,Ben Foster,Christian Alvart
5046,Impostor,Action,Gary Sinise,Gary Fleder
5880,Extreme Ops,Action,Devon Sawa,Christian Duguay
4240,Just Visiting,Comedy,Jean Reno,Jean-Marie Poiré
3720,Sunshine,Science Fiction,Cillian Murphy,Danny Boyle
64652,Delgo,Adventure,Freddie Prinze Jr.,Marc F. Adler
130578,The Gunman,Action,Sean Penn,Pierre Morel
52458,Disturbia,Thriller,Shia LaBeouf,D.J. Caruso
170,Hackers,Action,Jonny Lee Miller,Iain Softley
107406,Snowpiercer,Action,Chris Evans,Bong Joon-ho
50802,Because I Said So,Comedy,Diane Keaton,Michael Lehmann
97172,Frankenweenie,Animation,Charlie Tahan,Tim Burton
34405,Serenity,Science Fiction,Nathan Fillion,Joss Whedon
7315,Against the Ropes,Romance,Meg Ryan,Charles S. Dutton
2642,Superman III,Comedy,Christopher Reeve,Richard Lester
107702,Grudge Match,Comedy,Robert De Niro,Peter Segal
5620,Sweet Home Alabama,Comedy,Reese Witherspoon,Andy Tennant
637,Sgt. Bilko,Comedy,Steve Martin,Jonathan Lynn
329,Star Trek: Generations,Science Fiction,Patrick Stewart,David Carson
86548,Water for Elephants,Drama,Robert Pattinson,Francis Lawrence
5387,Enough,Drama,Jennifer Lopez,Michael Apted
4228,Heartbreakers,Crime,Sigourney Weaver,David Mirkin
4305,Angel Eyes,Drama,Jennifer Lopez,Luis Mandoki
4991,Joe Somebody,Comedy,Tim Allen,John Pasquin
1003,Extreme Measures,Drama,Hugh Grant,Michael Apted
4757,Rock Star,Music,Mark Wahlberg,Stephen Herek
72395,Precious,Drama,Gabourey Sidibe,Lee Daniels
86,White Squall,Action,Jeff Bridges,Ridley Scott
104243,Riddick,Science Fiction,Vin Diesel,David Twohy
1661,Switchback,Action,Dennis Quaid,Jeb Stuart
4962,Texas Rangers,Action,James Van Der Beek,Steve Miner
62376,City of Ember,Adventure,Saoirse Ronan,Gil Kenan
59116,Virgin Territory,Adventure,Ryan Cartwright,David Leland
95199,What to Expect When You're Expecting,Romance,Cameron Diaz,Kirk Jones
61323,Burn After Reading,Comedy,George Clooney,Joel Coen
58972,Nim's Island,Adventure,Abigail Breslin,Jennifer Flackett
8158,Rush,Drama,Daniel Brühl,Ron Howard
3160,Magnolia,Drama,Julianne Moore,Paul Thomas Anderson
74532,Cop Out,Action,Bruce Willis,Kevin Smith
91886,Dolphin Tale,Drama,Morgan Freeman,Charles Martin Smith
1791,Twilight,Adventure,Kristen Stewart,Catherine Hardwicke
5108,John Q,Drama,Denzel Washington,Nick Cassavetes
2860,Blue Streak,Action,Martin Lawrence,Les Mayfield
104211,We're the Millers,Comedy,Jason Sudeikis,Rawson Marshall Thurber
1518,Breakdown,Drama,Kurt Russell,Jonathan Mostow
7573,Never Say Never Again,Adventure,Sean Connery,Irvin Kershner
76077,Hot Tub Time Machine,Science Fiction,John Cusack,Steve Pink
117194,Dolphin Tale 2,Family,Morgan Freeman,Charles Martin Smith
3316,Reindeer Games,Thriller,Ben Affleck,John Frankenheimer
1401,Ghosts of Mississippi,History,Alec Baldwin,Rob Reiner
3185,Snow Falling on Cedars,Drama,Ethan Hawke,Scott Hicks
1653,Gattaca,Thriller,Ethan Hawke,Andrew Niccol
60649,Space Chimps,Animation,Andy Samberg,Kirk De Micco
6265,Head of State,Comedy,Chris Rock,Chris Rock
2683,Austin Powers: The Spy Who Shagged Me,Adventure,Mike Myers,Jay Roach
592,Batman,Fantasy,Jack Nicholson,Tim Burton
94965,Lethal Weapon 3,Adventure,Mel Gibson,Richard Donner
2002,Spy Kids,Action,Alexa PenaVega,Robert Rodriguez
4232,Horrible Bosses,Comedy,Jennifer Aniston,Seth Gordon
87869,True Grit,Drama,Jeff Bridges,Joel Coen
3494,Star Trek: The Motion Picture,Science Fiction,William Shatner,Robert Wise
1371,Identity Thief,Comedy,Jason Bateman,Seth Gordon
100390,Cape Fear,Crime,Robert De Niro,Martin Scorsese
1343,Guess Who,Comedy,Bernie Mac,Kevin Rodney Sullivan
32298,L.A. Confidential,Crime,Kevin Spacey,Curtis Hanson
1617,Sky High,Adventure,Michael Angarano,Mike Mitchell
34332,In & Out,Comedy,Kevin Kline,Frank Oz
1614,Species,Science Fiction,Natasha Henstridge,Roger Donaldson
196,Secretariat,Drama,Diane Lane,Randall Wallace
80839,Radio,Drama,Cuba Gooding Jr.,Mike Tollin
6887,Friends with Benefits,Romance,Justin Timberlake,Will Gluck
88405,Saving Mr. Banks,Comedy,Emma Thompson,John Lee Hancock
107141,Malcolm X,Drama,Denzel Washington,Spike Lee
3246,This Is 40,Comedy,Paul Rudd,Judd Apatow
99117,Old Dogs,Comedy,Robin Williams,Walt Becker
72696,Underworld: Rise of the Lycans,Fantasy,Bill Nighy,Patrick Tatopoulos
65682,License to Wed,Comedy,Robin Williams,Ken Kwapis
53974,Must Love Dogs,Comedy,Diane Lane,Gary David Goldberg
34336,Donnie Brasco,Crime,Johnny Depp,Mike Newell
1466,Resident Evil,Horror,Milla Jovovich,Paul W.S. Anderson
5219,Poltergeist,Horror,Craig T. Nelson,Tobe Hooper
1994,Max Payne,Action,Mark Wahlberg,John Moore
62394,In Time,Action,Justin Timberlake,Andrew Niccol
90405,Something Borrowed,Comedy,Kate Hudson,Luke Greenfield
86817,Black Knight,Adventure,Martin Lawrence,Gil Junger
4899,Street Fighter,Action,Jean-Claude Van Damme,Steven E. de Souza
393,House of Wax,Horror,Elisha Cuthbert,Jaume Collet-Serra
6629,Closer,Drama,Julia Roberts,Mike Nichols
8981,J. Edgar,Drama,Leonardo DiCaprio,Clint Eastwood
90719,Mirrors,Horror,Kiefer Sutherland,Alexandre Aja
61262,Queen of the Damned,Drama,Stuart Townsend,Michael Rymer
5128,Predator 2,Science Fiction,Kevin Peter Hall,Stephen Hopkins
3697,Untraceable,Drama,Diane Lane,Gregory Hoblit
57526,Blast from the Past,Comedy,Brendan Fraser,Hugh Wilson
2496,Flash Gordon,Science Fiction,Sam J. Jones,Mike Hodges
4941,Jersey Girl,Comedy,Ben Affleck,Kevin Smith
7366,Alex Cross,Action,Tyler Perry,Rob Cohen
97742,Midnight in the Garden of Good and Evil,Crime,John Cusack,Clint Eastwood
1711,Heist,Crime,Jeffrey Dean Morgan,Scott Mann
4889,Hoffa,Crime,Jack Nicholson,Danny DeVito
6997,Ella Enchanted,Family,Anne Hathaway,Tommy O'Haver
7380,Concussion,Drama,Will Smith,Peter Landesman
108445,Abduction,Thriller,Taylor Lautner,John Singleton
90524,Valiant,Animation,Ewan McGregor,Gary Chapman
36397,Wonder Boys,Comedy,Michael Douglas,Curtis Hanson
3317,Superhero Movie,Action,Drake Bell,Craig Mazin
59014,Broken City,Thriller,Mark Wahlberg,Allen Hughes
99957,Cursed,Horror,Portia de Rossi,Wes Craven
32011,Premium Rush,Crime,Joseph Gordon-Levitt,David Koepp
96417,Hot Pursuit,Action,Reese Witherspoon,Anne Fletcher
4118,The Four Feathers,War,Heath Ledger,Shekhar Kapur
116787,Parker,Action,Jason Statham,Taylor Hackford
100108,Wimbledon,Comedy,Kirsten Dunst,Richard Loncraine
8866,Furry Vengeance,Comedy,Brendan Fraser,Roger Kumble
77820,Bait,Action,Sharni Vinson,Kimble Rendall
3898,Krull,Fantasy,Ken Marshall,Peter Yates
4275,Flight of the Intruder,Action,Danny Glover,John Milius
6518,Walk Hard: The Dewey Cox Story,Comedy,John C. Reilly,Jake Kasdan
56805,American Outlaws,Action,Colin Farrell,Les Mayfield
4721,Whiteout,Action,Kate Beckinsale,Dominic Sena
71573,Knock Off,Action,Jean-Claude Van Damme,Tsui Hark
2196,Sabotage,Action,Arnold Schwarzenegger,David Ayer
2210,Punisher: War Zone,Action,Ray Stevenson,Lexi Alexander
64231,Zoom,Family,Tim Allen,Peter Hewitt
47384,Warriors of Virtue,Fantasy,Angus Macfadyen,Ronny Yu
1525,Radio Flyer,Drama,Elijah Wood,Richard Donner
7030,Smilla's Sense of Snow,Action,Julia Ormond,Bille August
1480,Femme Fatale,Thriller,Rebecca Romijn,Brian De Palma
5809,Ride with the Devil,Drama,Tobey Maguire,Ang Lee
3117,Biutiful,Drama,Javier Bardem,Alejandro González Iñárritu
81819,Bandidas,Action,Penélope Cruz,Joachim Rønning
43419,Unfinished Business,Comedy,Vince Vaughn,Ken Scott
129737,The Fountain,Drama,Hugh Jackman,Darren Aronofsky
120380,Chill Factor,Action,Cuba Gooding Jr.,Hugh Johnson
2835,Stolen,Action,Nicolas Cage,Simon West
98054,I Dreamed of Africa,Romance,Kim Basinger,Hugh Hudson
3579,Playing for Keeps,Comedy,Gerard Butler,Gabriele Muccino
66904,Mandela: Long Walk to Freedom,Drama,Idris Elba,Justin Chadwick
106839,Reds,Drama,Warren Beatty,Warren Beatty
2929,Exit Wounds,Action,Steven Seagal,Andrzej Bartkowiak
4224,Big Momma's House,Crime,Martin Lawrence,Raja Gosnell
3646,Step Up Revolution,Music,Kathryn McCormick,Scott Speer
98373,Snakes on a Plane,Action,Samuel L. Jackson,David R. Ellis
46965,Safe,Action,Jason Statham,Boaz Yakin
190,Pushing Tin,Comedy,John Cusack,Mike Newell
2598,Doomsday,Action,Rhona Mitra,Neil Marshall
58297,Wanderlust,Comedy,Paul Rudd,David Wain
94953,Elf,Comedy,Will Ferrell,Jon Favreau
6936,Phenomenon,Drama,John Travolta,Jon Turteltaub
802,Snow Dogs,Adventure,Jim Belushi,Brian Levant
5048,Scrooged,Fantasy,Bill Murray,Richard Donner
3087,Nacho Libre,Comedy,Jack Black,Jared Hess
45666,Bridesmaids,Comedy,Kristen Wiig,Paul Feig
86833,This Is the End,Action,James Franco,Seth Rogen
102123,Stigmata,Horror,Patricia Arquette,Rupert Wainwright
2840,Men of Honor,Drama,Robert De Niro,"George Tillman, Jr."
3980,Takers,Action,Chris Brown,John Luessenhop
87785,"Big Mommas: Like Father, Like Son",Crime,Martin Lawrence,John Whitesell
85399,Source Code,Thriller,Jake Gyllenhaal,Duncan Jones
85414,Alive,Action,Ethan Hawke,Frank Marshall
3250,Transporter 2,Action,Jason Statham,Louis Leterrier
36519,Laws of Attraction,Action,Pierce Brosnan,Peter Howitt
7450,Bringing Out the Dead,Drama,Nicolas Cage,Martin Scorsese
2976,Repo Men,Action,Jude Law,Miguel Sapochnik
75985,Bogus,Fantasy,Whoopi Goldberg,Norman Jewison
885,Cats Don't Dance,Animation,Scott Bakula,Mark Dindal
1489,Cradle Will Rock,Drama,Hank Azaria,Tim Robbins
3145,George and the Dragon,Adventure,James Purefoy,Tom Reeve
110229,Apocalypse Now,Drama,Martin Sheen,Francis Ford Coppola
1208,Going the Distance,Comedy,Drew Barrymore,Nanette Burstein
27874,Mr. Holland's Opus,Music,Richard Dreyfuss,Stephen Herek
62,Criminal,Action,Kevin Costner,Ariel Vromen
8862,Out of Africa,Drama,Meryl Streep,Sydney Pollack
1959,Flight,Drama,Denzel Washington,Robert Zemeckis
97923,Moonraker,Action,Roger Moore,Lewis Gilbert
3638,Hearts in Atlantis,Drama,Anthony Hopkins,Scott Hicks
4815,Arachnophobia,Comedy,Jeff Daniels,Frank Marshall
2699,Frequency,Crime,Dennis Quaid,Gregory Hoblit
3510,Get Shorty,Comedy,John Travolta,Barry Sonnenfeld
21,Chicago,Action,Catherine Zeta-Jones,Rob Marshall
5991,Big Daddy,Comedy,Adam Sandler,Dennis Dugan
2694,American Pie 2,Comedy,Jason Biggs,J.B. Rogers
4718,Toy Story,Animation,Tom Hanks,John Lasseter
1,Speed,Action,Keanu Reeves,Jan de Bont
377,Extraordinary Measures,Drama,Harrison Ford,Tom Vaughan
74131,Remember the Titans,Drama,Denzel Washington,Boaz Yakin
3916,Ace Ventura: When Nature Calls,Crime,Jim Carrey,Steve Oedekerk
19,District 9,Science Fiction,Sharlto Copley,Neill Blomkamp
70286,Mystic River,Thriller,Sean Penn,Clint Eastwood
6870,Million Dollar Baby,Drama,Clint Eastwood,Clint Eastwood
30707,Analyze This,Comedy,Robert De Niro,Harold Ramis
2539,27 Dresses,Comedy,Katherine Heigl,Anne Fletcher
56949,Hannah Montana: The Movie,Comedy,Miley Cyrus,Peter Chelsom
70334,Legends of the Fall,Adventure,Brad Pitt,Edward Zwick
266,Up in the Air,Drama,George Clooney,Jason Reitman
72011,About Schmidt,Drama,Jack Nicholson,Alexander Payne
5945,Warm Bodies,Horror,Nicholas Hoult,Jonathan Levine
99007,Looper,Action,Joseph Gordon-Levitt,Rian Johnson
96610,Down to Earth,Fantasy,Chris Rock,Chris Weitz
4153,Babe,Fantasy,Christine Cavanaugh,Chris Noonan
34,Hope Springs,Drama,Meryl Streep,David Frankel
8383,Forgetting Sarah Marshall,Comedy,Jason Segel,Nicholas Stoller
58998,Four Brothers,Action,Mark Wahlberg,John Singleton
34534,Baby Mama,Comedy,Tina Fey,Michael McCullers
59258,Hope Floats,Drama,Sandra Bullock,Forest Whitaker
1888,Bride Wars,Comedy,Anne Hathaway,Gary Winick
65585,Without a Paddle,Action,Seth Green,Steven Brill
8814,13 Going on 30,Comedy,Jennifer Garner,Gary Winick
7444,Midnight in Paris,Fantasy,Owen Wilson,Woody Allen
86882,Blow,Crime,Johnny Depp,Ted Demme
4239,Message in a Bottle,Romance,Kevin Costner,Luis Mandoki
2497,Star Trek V: The Final Frontier,Science Fiction,William Shatner,William Shatner
1373,Like Mike,Comedy,Shad Moss,John Schultz
5458,P.S. I Love You,Drama,Hilary Swank,Richard LaGravenese
56941,Racing Stripes,Comedy,Frankie Muniz,Frederik Du Chau
31223,Atonement,Drama,Keira Knightley,Joe Wright
55052,Letters to Juliet,Comedy,Amanda Seyfried,Gary Winick
78316,Black Rain,Action,Michael Douglas,Ridley Scott
4572,Corpse Bride,Romance,Johnny Depp,Tim Burton
37729,Glory Road,Drama,Josh Lucas,James Gartner
42730,Drag Me to Hell,Horror,Alison Lohman,Sam Raimi
68952,Secondhand Lions,Comedy,Michael Caine,Tim McCanlies
6753,Step Up 3D,Drama,Rick Malambri,Jon M. Chu
80222,Blue Crush,Adventure,Kate Bosworth,John Stockwell
5524,30 Days of Night,Horror,Josh Hartnett,David Slade
55282,Meet the Spartans,Comedy,Sean Maguire,Jason Friedberg
57532,Midnight Run,Adventure,Robert De Niro,Martin Brest
3104,Little Shop of Horrors,Horror,Rick Moranis,Frank Oz
2746,Hanna,Action,Saoirse Ronan,Joe Wright
86190,Mortal Kombat: Annihilation,Action,Robin Shou,John R. Leonetti
1681,Larry Crowne,Comedy,Tom Hanks,Tom Hanks
87522,Carrie,Drama,Chloë Grace Moretz,Kimberly Peirce
1345,Take the Lead,Music,Antonio Banderas,Liz Friedlander
44613,Gridiron Gang,Action,Dwayne Johnson,Phil Joanou
48161,What's the Worst That Could Happen?,Action,Martin Lawrence,Sam Weisman
4341,Side Effects,Thriller,Jude Law,Steven Soderbergh
100383,Winnie the Pooh,Animation,Jim Cummings,Stephen Anderson
88267,Dumb and Dumberer: When Harry Met Lloyd,Comedy,Mimi Rogers,Troy Miller
6482,Bulworth,Comedy,Warren Beatty,Warren Beatty
1883,Get on Up,Drama,Chadwick Boseman,Tate Taylor
113207,One True Thing,Drama,Meryl Streep,Carl Franklin
2272,Virtuosity,Action,Denzel Washington,Brett Leonard
338,My Super Ex-Girlfriend,Fantasy,Uma Thurman,Ivan Reitman
45732,Deliver Us from Evil,Thriller,Eric Bana,Scott Derrickson
48698,Sanctum,Action,Ioan Gruffudd,Alister Grierson
84613,Little Black Book,Comedy,Brittany Murphy,Nick Hurran
8799,Mr. 3000,Comedy,Bernie Mac,Charles Stone III
8864,Ultraviolet,Science Fiction,Milla Jovovich,Kurt Wimmer
43928,Assault on Precinct 13,Thriller,Ethan Hawke,Jean-François Richet
3726,Fled,Action,Laurence Fishburne,Kevin Hooks
809,Eight Legged Freaks,Action,David Arquette,Ellory Elkayem
5478,88 Minutes,Crime,Al Pacino,Jon Avnet
53207,North Country,Drama,Charlize Theron,Niki Caro
39234,Splice,Horror,Adrien Brody,Vincenzo Natali
78266,Howard the Duck,Comedy,Lea Thompson,Willard Huyck
2450,Pride and Glory,Thriller,Edward Norton,Gavin O'Connor
62792,Wicker Park,Drama,Josh Hartnett,Paul McGuigan
8836,Fright Night,Horror,Anton Yelchin,Craig Gillespie
2867,Wing Commander,Action,Freddie Prinze Jr.,Christopher Roberts
2549,In Dreams,Drama,Annette Bening,Neil Jordan
2446,Dragonball Evolution,Action,Chow Yun-fat,James Wong
67867,Godsend,Drama,Greg Kinnear,Nick Hamm
7449,Chasing Liberty,Comedy,Mandy Moore,Andy Cadiff
7169,Barney's Version,Comedy,Paul Giamatti,Richard J. Lewis
82527,Runner Runner,Crime,Ben Affleck,Brad Furman
105351,Antitrust,Action,Ryan Phillippe,Peter Howitt
4052,Glory,War,Matthew Broderick,Edward Zwick
1242,Once Upon a Time in America,Drama,Robert De Niro,Sergio Leone
1227,Dead Man Down,Thriller,Colin Farrell,Niels Arden Oplev
101137,Supercross,Action,Steve Howey,Steve Boyum
36392,Miss Potter,Drama,Ewan McGregor,Chris Noonan
50160,DOA: Dead or Alive,Adventure,Jaime Pressly,Corey Yuen Kwai
50003,Wild Card,Thriller,Jason Statham,Simon West
128488,Machine Gun Preacher,Action,Gerard Butler,Marc Forster
90624,Grace of Monaco,Romance,Nicole Kidman,Olivier Dahan
115220,Ripley's Game,Crime,John Malkovich,Liliana Cavani
27408,Walk the Line,Drama,Joaquin Phoenix,James Mangold
40819,Keeping the Faith,Comedy,Ben Stiller,Edward Norton
3536,Frost/Nixon,Drama,Michael Sheen,Ron Howard
64620,Confessions of a Dangerous Mind,Comedy,Sam Rockwell,George Clooney
6003,Serving Sara,Comedy,Matthew Perry,Reginald Hudlin
5529,The Boss,Comedy,Melissa McCarthy,Ben Falcone
90017,Cry Freedom,Drama,Denzel Washington,Richard Attenborough
4095,Mumford,Comedy,Loren Dean,Lawrence Kasdan
2883,Aladdin,Animation,Scott Weinger,Ron Clements
588,Indiana Jones and the Temple of Doom,Adventure,Harrison Ford,Steven Spielberg
2115,Along Came a Spider,Crime,Morgan Freeman,Lee Tamahori
4238,Once Upon a Time in Mexico,Action,Antonio Banderas,Robert Rodriguez
6709,Die Hard,Action,Bruce Willis,John McTiernan
1036,Role Models,Comedy,Seann William Scott,David Wain
63131,Taking Woodstock,Music,Demetri Martin,Ang Lee
70984,Miracle,Drama,Kurt Russell,Gavin O'Connor
7263,Dawn of the Dead,Fantasy,Sarah Polley,Zack Snyder
7360,Identity,Mystery,John Cusack,James Mangold
6323,Last Vegas,Comedy,Robert De Niro,Jon Turteltaub
106330,For Your Eyes Only,Adventure,Roger Moore,John Glen
2989,Serendipity,Comedy,John Cusack,Peter Chelsom
4823,Timecop,Thriller,Jean-Claude Van Damme,Peter Hyams
379,Zoolander,Comedy,Ben Stiller,Ben Stiller
4816,Safe Haven,Romance,Julianne Hough,Lasse Hallström
100527,Hocus Pocus,Comedy,Bette Midler,Kenny Ortega
2052,No Reservations,Comedy,Catherine Zeta-Jones,Scott Hicks
54276,Kick-Ass,Action,Aaron Taylor-Johnson,Matthew Vaughn
76251,30 Minutes or Less,Action,Jesse Eisenberg,Ruben Fleischer
88812,Dracula 2000,Thriller,Gerard Butler,Patrick Lussier
4030,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Family,Steve Carell,Miguel Arteta
115381,Pride & Prejudice,Drama,Keira Knightley,Joe Wright
40629,Blade Runner,Science Fiction,Harrison Ford,Ridley Scott
541,Rob Roy,Adventure,Liam Neeson,Michael Caton-Jones
151,3 Days to Kill,Action,Kevin Costner,McG
109569,We Own the Night,Drama,Joaquin Phoenix,James Gray
55272,Lost Souls,Horror,Winona Ryder,Janusz Kamiński
3956,Just My Luck,Comedy,Lindsay Lohan,Donald Petrie
43930,"Mystery, Alaska",Drama,Russell Crowe,Jay Roach
2889,Ghosts of Mars,Action,Natasha Henstridge,John Carpenter
4735,Kundun,Drama,Tenzin Thuthob Tsarong,Martin Scorsese
1730,How to Lose Friends & Alienate People,Comedy,Kelan Pannell,Robert B. Weide
62113,Kick-Ass 2,Action,Aaron Taylor-Johnson,Jeff Wadlow
104241,Brick Mansions,Action,Paul Walker,Camille Delamarre
110826,Octopussy,Adventure,Roger Moore,John Glen
7570,Knocked Up,Comedy,Seth Rogen,Judd Apatow
52973,My Sister's Keeper,Drama,Cameron Diaz,Nick Cassavetes
69712,Notes on a Scandal,Drama,Judi Dench,Richard Eyre
49961,Rendition,Drama,Omar Metwally,Gavin Hood
55284,Star Trek VI: The Undiscovered Country,Science Fiction,William Shatner,Nicholas Meyer
1372,Divine Secrets of the Ya-Ya Sisterhood,Comedy,Sandra Bullock,Callie Khouri
5415,Kiss the Girls,Drama,Morgan Freeman,Gary Fleder
1620,Joyful Noise,Comedy,Queen Latifah,Todd Graff
91873,About a Boy,Drama,Hugh Grant,Chris Weitz
5377,Lake Placid,Horror,Bill Pullman,Steve Miner
2713,Lucky Number Slevin,Drama,Josh Hartnett,Paul McGuigan
44665,Anonymous,Drama,Jamie Campbell Bower,Roland Emmerich
90645,Dark City,Mystery,Rufus Sewell,Alex Proyas
1748,Return to Oz,Adventure,Fairuza Balk,Walter Murch
2093,Case 39,Horror,Renée Zellweger,Christian Alvart
76030,Suspect Zero,Crime,Carrie-Anne Moss,E. Elias Merhige
8831,Martian Child,Drama,John Cusack,Menno Meyjes
55732,Flawless,Comedy,Robert De Niro,Joel Schumacher
3115,Mindhunters,Mystery,LL Cool J,Renny Harlin
8369,What Just Happened,Comedy,Bruce Willis,Barry Levinson
58432,The Magic Flute,Comedy,Joseph Kaiser,Kenneth Branagh
129415,Paul Blart: Mall Cop,Action,Kevin James,Steve Carr
65802,Freaky Friday,Comedy,Jamie Lee Curtis,Mark Waters
2014,Shakespeare in Love,Romance,Joseph Fiennes,John Madden
2396,Kindergarten Cop,Comedy,Arnold Schwarzenegger,Ivan Reitman
7004,Pineapple Express,Action,Seth Rogen,David Gordon Green
2125,Open Range,Western,Kevin Costner,Kevin Costner
6617,Flatliners,Drama,Kiefer Sutherland,Joel Schumacher
3686,Red Eye,Horror,Rachel McAdams,Wes Craven
35957,Final Destination 2,Horror,Ali Larter,David R. Ellis
6058,"O Brother, Where Art Thou?",Action,George Clooney,Joel Coen
4027,Legion,Horror,Paul Bettany,Scott Stewart
73929,Pain & Gain,Thriller,Mark Wahlberg,Michael Bay
102033,In Good Company,Comedy,Topher Grace,Paul Weitz
30822,Clockstoppers,Adventure,Jesse Bradford,Jonathan Frakes
5264,Silverado,Action,Kevin Kline,Lawrence Kasdan
7027,Brothers,Drama,Tobey Maguire,Jim Sheridan
72605,Agent Cody Banks 2: Destination London,Comedy,Frankie Muniz,Kevin Allen
7345,New Year's Eve,Comedy,Robert De Niro,Garry Marshall
91628,Original Sin,Drama,Angelina Jolie,Michael Cristofer
4699,Welcome to Mooseport,Comedy,Ray Romano,Donald Petrie
7294,Snow White: A Tale of Terror,Fantasy,Sigourney Weaver,Michael Cohn
26973,Flipper,Adventure,Elijah Wood,Alan Shapiro
711,Mrs. Doubtfire,Comedy,Robin Williams,Chris Columbus
500,Rain Man,Drama,Dustin Hoffman,Barry Levinson
1961,Gran Torino,Drama,Clint Eastwood,Clint Eastwood
64614,W.,Drama,Josh Brolin,Oliver Stone
62437,Taken,Action,Liam Neeson,Pierre Morel
59369,The Best of Me,Drama,Michelle Monaghan,Michael Hoffman
115147,Schindler's List,Drama,Liam Neeson,Steven Spielberg
527,Scooby-Doo 2: Monsters Unleashed,Mystery,Freddie Prinze Jr.,Raja Gosnell
7369,Freddy vs. Jason,Horror,Robert Englund,Ronny Yu
6615,Jimmy Neutron: Boy Genius,Action,Debi Derryberry,John A. Davis
4990,Cloverfield,Action,Lizzy Caplan,Matt Reeves
57368,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction,Paige Turco,Michael Pressman
3439,No Country for Old Men,Crime,Tommy Lee Jones,Joel Coen
55820,Ride Along,Action,Ice Cube,Tim Story
108156,Bridget Jones's Diary,Comedy,Renée Zellweger,Sharon Maguire
4246,Chocolat,Comedy,Juliette Binoche,Lasse Hallström
4014,"Legally Blonde 2: Red, White & Blonde",Comedy,Reese Witherspoon,Charles Herman-Wurmfeld
6535,Parental Guidance,Comedy,Billy Crystal,Andy Fickman
99415,No Strings Attached,Comedy,Natalie Portman,Ivan Reitman
84374,Tombstone,Action,Kurt Russell,George P. Cosmatos
553,Romeo Must Die,Action,Jet Li,Andrzej Bartkowiak
3452,Final Destination 3,Horror,Mary Elizabeth Winstead,James Wong
43679,Bridge to Terabithia,Adventure,Josh Hutcherson,Gábor Csupó
50601,Finding Neverland,Drama,Johnny Depp,Marc Forster
8970,Hide and Seek,Horror,Robert De Niro,John Polson
31427,Anchorman: The Legend of Ron Burgundy,Comedy,Will Ferrell,Adam McKay
8641,Agent Cody Banks,Action,Frankie Muniz,Harald Zwart
6624,Nanny McPhee,Fantasy,Emma Thompson,Kirk Jones
43560,Scarface,Action,Al Pacino,Brian De Palma
4262,Nothing to Lose,Action,Tim Robbins,Steve Oedekerk
875,Contraband,Thriller,Mark Wahlberg,Baltasar Kormákur
91842,Money Talks,Action,Chris Tucker,Brett Ratner
1604,There Will Be Blood,Drama,Daniel Day-Lewis,Paul Thomas Anderson
56782,Undercover Brother,Action,Eddie Griffin,Malcolm D. Lee
5401,Kiss of the Dragon,Action,Jet Li,Chris Nahon
4387,Beauty Shop,Comedy,Queen Latifah,Bille Woodruff
32589,Million Dollar Arm,Drama,Jon Hamm,Craig Gillespie
111795,What a Girl Wants,Comedy,Amanda Bynes,Dennie Gordon
6266,Jeepers Creepers 2,Horror,Ray Wise,Victor Salva
6695,Good Luck Chuck,Comedy,Dane Cook,Mark Helfrich
55245,Cradle 2 the Grave,Action,Jet Li,Andrzej Bartkowiak
6196,She's the Man,Comedy,Amanda Bynes,Andy Fickman
44193,Mr. Bean's Holiday,Family,Rowan Atkinson,Steve Bendelack
52694,Anacondas: The Hunt for the Blood Orchid,Adventure,Johnny Messner,Dwight H. Little
8830,Blood Ties,Thriller,Clive Owen,Guillaume Canet
110346,August Rush,Drama,Freddie Highmore,Kirsten Sheridan
55872,Elizabeth,Drama,Cate Blanchett,Shekhar Kapur
2336,Tora! Tora! Tora!,History,Martin Balsam,Richard Fleischer
3066,Spice World,Adventure,Victoria Beckham,Bob Spiers
1760,Dance Flick,Action,Shoshana Bush,Damien Dante Wayans
68965,Crocodile Dundee in Los Angeles,Adventure,Paul Hogan,Simon Wincer
4254,Kingpin,Comedy,Woody Harrelson,Bobby Farrelly
785,The Gambler,Thriller,Mark Wahlberg,Rupert Wyatt
124859,August: Osage County,Comedy,Meryl Streep,John Wells
106841,Ice Princess,Drama,Michelle Trachtenberg,Tim Fywell
32289,He Got Game,Drama,Denzel Washington,Spike Lee
1840,Don Juan DeMarco,Romance,Johnny Depp,Jeremy Leven
224,Dear John,Drama,Amanda Seyfried,Lasse Hallström
74688,The Losers,Action,Jeffrey Dean Morgan,Sylvain White
119206,Don't Be Afraid of the Dark,Fantasy,Katie Holmes,Troy Nixey
89028,War,Action,Jet Li,Philip G. Atwell
54775,Punch-Drunk Love,Comedy,Adam Sandler,Paul Thomas Anderson
5673,EuroTrip,Comedy,Scott Mechlowicz,Jeff Schaffer
7317,Half Past Dead,Crime,Steven Seagal,Don Michael Paul
5815,Unaccompanied Minors,Comedy,Lewis Black,Paul Feig
49642,"Bright Lights, Big City",Drama,Michael J. Fox,James Bridges
4482,My Soul to Take,Drama,Max Thieriot,Wes Craven
81270,Maximum Risk,Action,Jean-Claude Van Damme,Ringo Lam
