title,rating,Sentiment_score,movieId
Love and Death on Long Island,6.9,5.997167586,46062
Love and Other Catastrophes,6.4,6.648373301,1493
Love in the Time of Cholera,6.4,5.251379532,56001
Lovely & Amazing,6.7,5.733866742,5450
"Lovely, Still",7.1,6.711685527,8736
Lucky Break,6.2,5.210404419,54254
Lucky Number Slevin,7.7,6.714331009,2713
Lucky Numbers,5.1,3.829719986,3975
Lucky You,5.9,5.165953644,52724
Lucy,6.4,5.297033942,99699
MacGruber,5.6,5.142027604,7616
Machine Gun Preacher,6.7,6.061512195,128488
Mad City,6.3,5.332168275,1667
Mad Hot Ballroom,7.4,7.104685989,33639
Mad Max Beyond Thunderdome,6.2,5.416617015,4154
Mad Money,5.9,4.918473281,2828
Madagascar,6.9,6.529719011,33615
Madagascar 3: Europe's Most Wanted,6.8,5.815571318,95105
Madagascar: Escape 2 Africa,6.6,5.737498101,62999
Made,6.3,4.903811117,42725
Made in Dagenham,7.1,6.368880123,80693
Made of Honor,5.8,4.782808566,59333
Magic Mike,6.1,5.091793972,2942
Magnolia,8.0,7.038640011,3160
Maid in Manhattan,5.4,4.012068212,5943
Major Dundee,6.7,5.505071369,920
Major League,7.2,6.666860547,116419
Malcolm X,7.7,7.013216952,107141
Maleficent,6.9,6.382143637,111659
Mallrats,7.0,6.427600906,32928
Malone,5.8,5.288296353,1483
Mambo Italiano,6.7,5.914153379,5045
Mamma Mia!,6.5,5.590901343,60397
Man of Steel,7.1,6.386827511,103042
Man of the House,5.5,4.470182599,274
Man of the Year,6.2,5.263095792,4980
Man on Fire,7.7,6.843398167,7445
Man on Wire,7.7,7.023888919,78088
Man on a Ledge,6.6,5.692908684,91978
Man on the Moon,7.4,6.451217267,3174
Mandela: Long Walk to Freedom,7.1,6.274040638,66904
Maniac,7.6,7.097359763,4752
Manito,6.6,7.569111168,6490
March or Die,6.3,5.462026655,82589
Marci X,3.0,1.849743546,4831
Margin Call,7.1,6.82973056,26386
Marie Antoinette,6.5,5.201347646,45880
Marley & Me,7.0,6.65555057,65230
Marmaduke,4.3,3.583225672,77665
Married Life,6.2,5.206823692,101088
Mars Attacks!,6.4,5.375164734,1391
Mars Needs Moms,5.4,3.994928328,85261
Martian Child,6.7,6.453109048,8831
Martin Lawrence Live: Runteldat,5.4,4.41774702,97188
Marvin's Room,6.7,6.568797259,4124
Mary Poppins,7.8,7.568427157,1304
Mary Reilly,5.8,5.092882193,92
Master and Commander: The Far Side of the World,7.5,6.955130776,6947
Maurice,7.6,6.998952099,106452
Max Payne,5.3,3.723837228,1994
Maximum Risk,5.6,5.684273541,81270
May,6.6,5.75329749,60479
Me and You and Everyone We Know,7.2,6.282395812,8881
"Me, Myself & Irene",6.6,5.802019,3752
Mean Creek,7.1,6.38228301,27838
Mean Machine,6.4,5.702715339,79800
Mean Streets,7.2,6.262471319,8042
Medicine Man,6.0,5.188248602,2822
Meek's Cutoff,6.5,5.303721778,55176
Meet Dave,5.1,4.260860826,60516
Meet Joe Black,7.2,7.013931138,2340
Meet the Deedles,4.1,3.951806193,30818
Meet the Fockers,6.3,5.449504653,30825
Meet the Parents,7.0,6.258047303,3948
Meet the Spartans,2.8,2.13638038,55282
Megamind,7.3,6.811752954,81564
Megiddo: The Omega Code 2,3.9,2.866164736,519
Melancholia,7.1,5.354725002,112909
Memento,8.4,7.478384822,129707
Memoirs of a Geisha,7.3,6.381801856,41571
Memoirs of an Invisible Man,6.0,5.586005176,6734
Men of Honor,7.2,6.970675385,2840
Men of War,5.6,5.319278835,59684
Men with Brooms,5.9,5.090631646,5959
Menace II Society,7.5,6.73719377,69
Mercury Rising,6.1,5.339192158,1833
Message in a Bottle,6.2,5.477170735,4239
Metropolitan,7.3,6.429630452,1966
Michael Clayton,7.2,6.308437342,80880
Michael Collins,7.1,6.350185265,89774
Michael Jordan to the Max,7.4,6.236157704,3710
Mickey Blue Eyes,5.9,5.013397063,2805
Middle of Nowhere,6.4,6.79164705,100038
Midnight Cowboy,7.8,6.957324476,76210
Midnight Run,7.5,7.56121584,57532
Midnight in Paris,7.6,7.068721301,7444
Midnight in the Garden of Good and Evil,6.6,5.478224405,97742
Mighty Joe Young,5.7,5.237623975,2429
Milk,7.5,6.83755379,4709
Million Dollar Arm,7.0,6.309689779,32589
Million Dollar Baby,8.1,7.378534011,6870
Mindhunters,6.3,5.385210713,3115
Minority Report,7.6,6.975555589,5445
Miracle,7.5,7.062703429,70984
Miracle at St. Anna,6.1,4.867172408,61991
Mirror Mirror,5.6,4.953271857,94015
Mirrors,6.1,5.215708174,90719
Miss Congeniality,6.3,6.283625557,4025
Miss Julie,5.5,3.65700615,33826
Miss March,5.0,3.350474238,2390
Miss Potter,7.0,6.74739022,36392
Mission to Mars,5.7,4.317564548,3354
Mission: Impossible,7.2,6.01255928,648
Mission: Impossible - Ghost Protocol,7.4,6.66170304,91630
Mission: Impossible II,6.1,4.708774296,3623
Mission: Impossible III,6.9,6.317636479,45186
Mo' Better Blues,6.7,6.127000572,60289
Moby Dick,7.3,7.002563451,3210
Modern Problems,5.0,3.864170804,109483
Modern Times,8.5,7.145944915,57421
Molly,5.7,3.846911838,89753
Mommie Dearest,6.6,5.549334019,2566
Mona Lisa Smile,6.6,5.962015841,7154
Money Talks,6.2,5.957889396,91842
Money Train,5.7,5.178536713,20
Moneyball,7.6,6.854223421,89492
Monkeybone,4.8,4.417431232,4158
Monster,7.3,6.346464586,97701
Monster House,6.7,6.155062854,46948
Monster's Ball,7.0,6.288284056,1230
Monster-in-Law,5.6,4.698285073,33499
Monsters,6.3,4.961742144,80917
Monsters University,7.2,6.250229192,103141
"Monsters, Inc.",8.1,7.482886657,4886
Monte Carlo,5.8,5.451534927,74946
Monty Python and the Holy Grail,8.2,7.252522346,1136
Moon,7.8,6.7479333,4452
Moonlight Mile,6.6,5.791979519,60939
Moonraker,6.2,5.29456651,97923
Morning Glory,6.5,5.787184871,54406
Mortal Kombat,5.8,5.073799518,6863
Mortal Kombat: Annihilation,3.6,2.601236036,86190
Mortdecai,5.5,4.240614954,125914
Morvern Callar,6.8,5.672860814,4898
Mother and Child,7.2,6.420377657,4204
Motherhood,4.6,4.021573304,126957
Movie 43,4.4,2.225783641,6552
Mr. & Mrs. Smith,6.5,5.123401666,2205
Mr. 3000,5.6,5.075587877,8799
Mr. Bean's Holiday,6.4,5.707708192,44193
Mr. Deeds,5.8,4.193485914,5449
Mr. Holland's Opus,7.3,6.629015138,27874
Mr. Peabody & Sherman,6.8,6.157042759,109846
Mr. Popper's Penguins,6.0,5.376061056,87483
Mr. Smith Goes to Washington,8.1,7.399386283,3444
Mrs. Doubtfire,7.1,6.671074276,711
Mrs. Winterbourne,6.2,5.497451176,2771
Much Ado About Nothing,7.3,6.886427901,5768
Mud,7.4,6.402416446,6379
Mulan,7.7,7.110263183,1907
Multiplicity,6.1,5.207029567,719
Mumford,6.8,6.16256627,4095
Munich,7.5,6.383863009,41997
Muppets Most Wanted,6.4,5.440397657,110297
Murder by Numbers,6.2,5.173191697,5312
Murderball,7.7,6.805314833,34153
Music and Lyrics,6.5,6.066959594,51084
Must Love Dogs,5.9,5.018436191,53974
Mutual Appreciation,6.7,5.694673198,47808
My Beautiful Laundrette,6.8,5.939669411,5367
My Best Friend's Girl,5.8,4.498893467,1219
My Best Friend's Wedding,6.3,5.846878408,1569
My Big Fat Greek Wedding,6.6,6.280970924,1981
My Blueberry Nights,6.6,5.83102987,6337
My Cousin Vinny,7.6,7.485493002,48322
My Date with Drew,6.5,5.373673915,34767
My Dog Skip,7.0,6.508716019,2991
My Dog Tulip,6.9,6.284084982,86604
My Favorite Martian,5.1,4.019359777,2498
My Fellow Americans,6.5,6.313516918,55276
My Life Without Me,7.4,6.989452566,96655
My Name Is Bruce,6.1,5.377684,5256
My Own Private Idaho,7.0,6.585643208,121155
My Sister's Keeper,7.3,6.649913971,52973
My Soul to Take,4.8,3.851361203,4482
My Summer of Love,6.7,6.290105708,2891
My Super Ex-Girlfriend,5.2,3.934480354,338
My Week with Marilyn,6.9,6.174473103,5448
Mystery Men,6.1,5.098141186,2723
"Mystery, Alaska",6.7,6.022018745,43930
Mystic Pizza,6.3,5.855439148,54768
Mystic River,7.9,6.740409206,70286
Nacho Libre,5.9,4.810454207,3087
Nancy Drew,5.9,4.781832303,59016
Nanny McPhee,6.6,6.32399713,6624
Napoleon Dynamite,7.0,5.758918657,8376
Narc,7.1,6.368767148,39414
National Treasure,6.9,6.464842109,8972
Need for Speed,6.4,5.298538705,109850
Network,8.1,6.818840881,63590
Never Back Down,6.5,5.773209152,49910
Never Say Never Again,6.1,4.979082843,7573
New Year's Eve,5.6,4.302128115,7345
New York Minute,4.9,4.102105816,7453
New in Town,5.7,4.902422642,1753
Newlyweds,6.3,6.366344937,91829
Next Day Air,5.7,5.362442869,6053
Next Friday,6.1,5.27082502,67734
Nicholas Nickleby,7.1,6.681755047,3276
Nick and Norah's Infinite Playlist,6.6,5.675677437,5874
Night at the Museum,6.5,6.12115306,46972
Night at the Museum: Battle of the Smithsonian,6.0,5.637573931,68793
Night at the Museum: Secret of the Tomb,6.2,5.380375835,119155
Night of the Living Dead,7.8,6.961558964,3688
Nightcrawler,7.8,6.897953216,296
Nighthawks,6.3,5.83554679,117881
Nim's Island,6.0,5.266148283,58972
Nine,5.8,4.453510319,73000
Nine Dead,5.4,3.551906766,105630
Ninja Assassin,6.3,5.353643232,72489
Nixon,7.1,6.139556815,14
No Country for Old Men,8.2,6.577632442,3439
No End in Sight,8.2,6.071577178,48744
No Escape,6.7,6.063158318,67267
No Reservations,6.3,5.728737087,2052
No Strings Attached,6.2,5.708979506,99415
Noah,5.8,4.431022501,110127
Non-Stop,6.9,6.327196379,8037
North Country,7.3,6.400817446,53207
Northfork,6.2,5.43355621,4218
Not Easily Broken,6.1,5.98721224,504
Notes on a Scandal,7.4,6.754450058,69712
Nothing,6.1,5.113357949,91010
Nothing to Lose,6.7,6.197594655,4262
Notting Hill,7.2,6.649922952,2671
November,6.7,6.872327482,34330
Novocaine,5.8,4.889962889,6932
Now Is Good,7.0,6.467091263,100356
Now You See Me,7.2,6.207680549,102903
Nowhere Boy,7.1,6.65280216,80324
Nurse Betty,6.3,5.058379561,62434
Nutty Professor II: The Klumps,4.5,3.003500796,3821
"O Brother, Where Art Thou?",7.7,7.364001183,6058
Oblivion,7.0,6.284896437,101864
Ocean's Eleven,7.7,6.499974167,4963
Ocean's Thirteen,6.9,5.920830263,53322
Ocean's Twelve,6.5,4.908145469,8984
Octopussy,6.5,6.075715541,110826
Oculus,6.5,5.791315566,4226
Office Space,7.6,7.004901082,1142
Old Dogs,5.3,3.86198191,99117
Old Joy,6.8,5.827164818,50259
Old School,7.0,7.048252169,3791
Oliver Twist,6.8,6.238928971,8341
Oliver!,7.4,7.053816409,4571
Olympus Has Fallen,6.5,5.352337625,101362
On Deadly Ground,4.6,3.862810512,7725
On Her Majesty's Secret Service,6.7,6.060839254,497
On the Line,4.2,2.577300267,117861
On the Road,6.0,5.091170739,2020
Once Upon a Time in America,8.3,7.059792812,1242
Once Upon a Time in Mexico,6.3,5.851764246,4238
Ondine,6.8,6.310094357,35015
One Direction: This Is Us,4.3,3.543616048,51088
One Flew Over the Cuckoo's Nest,8.7,7.707691556,95133
One Missed Call,4.0,3.260465525,3481
One Night with the King,6.0,5.115138333,348
One True Thing,6.9,6.597402566,113207
One for the Money,5.3,4.504678062,92264
Only God Forgives,5.7,4.274634229,54094
Only the Strong,6.5,5.921300404,4642
Open Range,7.4,6.973024331,2125
Open Season,6.1,5.250467498,402
Open Water,5.8,4.416194371,27822
Ordinary People,7.7,7.451346804,1028
Original Sin,6.0,5.053426612,91628
Orphan,7.0,6.378136661,51925
Osama,7.3,6.545499228,7177
Osmosis Jones,6.3,5.561436591,4719
Ouija,4.5,3.638545978,90469
Our Idiot Brother,6.4,5.697254821,2639
Out Cold,6.2,4.77216055,2730
Out of Africa,7.1,6.688387313,8862
Out of Sight,7.0,6.081785934,1912
Out of Time,6.5,6.251764868,6862
Out of the Blue,7.1,7.517861384,60341
Out of the Blue,7.1,7.517861384,8530
Outbreak,6.6,5.962764626,292
Outside Providence,6.4,5.130435348,117456
Over Her Dead Body,5.3,4.430556552,100083
Over the Hedge,6.7,5.970781076,45431
Owning Mahowny,7.0,6.205298334,95761
P.S. I Love You,7.0,5.898446463,5458
PCU,6.5,6.020041467,5577
Pacific Rim,6.9,5.685661307,103228
Paddington,7.3,6.741583928,117887
Pain & Gain,6.4,5.166185732,73929
Paint Your Wagon,6.6,6.135492279,22
Pale Rider,7.3,6.439706843,129352
Pan,5.7,4.766195483,127001
Pandorum,6.7,6.143024862,71135
Panic Room,6.8,6.161622797,5266
Paparazzi,5.7,4.556419766,6953
ParaNorman,7.0,6.491778828,96281
Paranormal Activity,6.3,4.421333587,71379
Paranormal Activity 2,5.7,4.881435192,778
Paranormal Activity 3,5.8,4.529169122,113715
Paranormal Activity 4,4.6,3.400280431,115534
Paranormal Activity: The Marked Ones,5.0,4.277596615,1019
Parental Guidance,6.0,5.488090989,6535
Parker,6.2,5.654353405,116787
Party Monster,6.2,5.421258762,82767
Passchendaele,6.4,5.520649968,118898
Patch Adams,6.8,6.412600479,2431
Pathology,5.9,4.859731117,81804
Patriot Games,6.8,6.159546112,3256
Paul,6.9,6.506065462,84772
Paul Blart: Mall Cop,5.3,4.463437984,129415
Pay It Forward,7.2,6.16870039,3969
Payback,7.1,6.309414426,2490
Paycheck,6.3,5.250209565,7163
"Peace, Propaganda & the Promised Land",8.2,6.12335391,113790
Peaceful Warrior,7.2,6.724581101,26600
Pearl Harbor,6.2,4.875385114,4310
Penguins of Madagascar,6.6,6.098816784,117851
Penitentiary,5.7,5.569198912,2954
People I Know,5.4,4.453994569,8585
Percy Jackson & the Olympians: The Lightning Thief,5.9,4.347493322,74530
Percy Jackson: Sea of Monsters,5.7,4.86241936,104074
Perfume: The Story of a Murderer,7.5,6.434702806,48997
Persepolis,8.0,7.309124146,91673
Pet Sematary,6.5,5.763435238,4011
Pete's Dragon,6.7,5.981107635,1895
Phantasm II,6.4,5.598898346,51520
Phat Girlz,3.3,3.049064849,7070
Phenomenon,6.4,6.374949519,6936
Phone Booth,7.1,6.232314952,60141
Pi,7.3,5.935137898,1921
Pieces of April,7.0,6.732852806,6881
Pineapple Express,6.9,6.198280206,7004
Pink Flamingos,6.0,4.675452445,2361
Pinocchio,7.5,7.098773336,596
Pirates of the Caribbean: At World's End,7.1,6.332912095,53125
Pirates of the Caribbean: Dead Man's Chest,7.4,6.395759869,45722
Pirates of the Caribbean: On Stranger Tides,6.6,5.891261916,86880
Pirates of the Caribbean: The Curse of the Black Pearl,8.1,7.212544241,6539
Pitch Black,7.0,6.736285253,3409
Planet 51,6.0,5.807973937,72701
Planet of the Apes,5.7,4.583959862,2529
Plastic,6.0,4.229054365,7569
Platoon,8.1,7.246167768,1380
Playing for Keeps,5.7,5.004065332,3579
Please Give,6.6,5.70807647,3597
Pocahontas,6.7,6.362048343,48
Pocketful of Miracles,7.1,6.885876788,98626
Point Blank,7.3,6.158070094,112450
Point Break,5.3,3.97086261,4351
Police Academy,6.7,6.367350132,59729
Police Academy: Mission to Moscow,3.5,2.469959042,84242
Polisse,7.3,6.858443519,85763
Pollock,7.0,6.250129094,87413
Poltergeist,7.3,6.740736695,5219
Poltergeist III,4.7,4.31574252,98056
Pompeii,5.5,4.194457453,110968
Pontypool,6.5,6.37845772,80655
Pooh's Heffalump Movie,6.4,7.445749269,70
Poolhall Junkies,6.8,5.796404206,127132
Pootie Tang,5.3,4.587824674,83334
Porky's,6.2,5.249471895,1794
Poseidon,5.7,5.007104375,45442
Poultrygeist: Night of the Chicken Dead,6.0,5.014043947,65310
Practical Magic,6.3,5.644886333,2316
Precious,7.3,6.41538726,72395
Predator 2,6.3,5.881477469,5128
Predators,6.4,5.957623136,79057
Prefontaine,6.8,7.006685548,83270
Premium Rush,6.5,6.073314311,32011
Premonition,5.9,4.39424675,31431
Pride & Prejudice,7.8,6.962504351,115381
Pride and Glory,6.6,5.915688553,2450
Priest,5.7,4.928841754,299
Primary Colors,6.7,5.604001555,1810
Primer,6.7,5.373611112,8914
Prince of Persia: The Sands of Time,6.5,6.223388173,78105
Prisoners,8.2,7.427241818,104879
Project Almanac,6.3,5.475403605,96751
Prom,5.4,4.434486305,4036
Prometheus,7.0,5.659233915,94864
Proof of Life,6.3,5.337173812,3998
Psycho,8.5,7.445902718,2328
Psycho Beach Party,6.0,5.81254133,1755
Public Enemies,6.9,5.733949528,69640
Pulp Fiction,8.9,7.858389485,65868
Pulse,4.7,3.745156197,3471
Punch-Drunk Love,7.3,6.639396413,54775
Punisher: War Zone,5.9,4.729738674,2210
Purple Violets,6.4,4.573483527,31042
Pushing Tin,6.0,4.828342286,190
Puss in Boots,6.6,6.011841752,90647
Quantum of Solace,6.5,4.872061486,63113
Quartet,6.8,6.523305291,4900
Queen of the Damned,5.3,3.710114375,61262
Quest for Camelot,6.3,5.46461811,1881
Quigley Down Under,6.9,6.370877703,44731
Quo Vadis,7.1,6.657005878,108514
R.I.P.D.,5.6,4.944747731,103655
R100,5.9,5.129984992,5424
Rabbit Hole,7.0,6.315758777,118354
Rabbit-Proof Fence,7.4,6.678788053,31694
Race,7.1,6.541979456,88672
Race to Witch Mountain,5.7,5.561570529,70305
Rachel Getting Married,6.7,5.514868265,105715
Racing Stripes,5.2,4.1483684,56941
Radio,6.9,6.0996185,80839
Radio Flyer,6.9,6.983971314,1525
Rain Man,8.0,7.288872701,500
Raise the Titanic,5.2,4.32811444,3403
Raising Cain,6.1,4.838916843,4845
Raising Helen,6.0,5.643117237,8362
Rambo III,5.8,4.919403904,2404
Rambo: First Blood Part II,6.5,6.259088101,2402
Rampage,6.1,4.797560006,74255
Random Hearts,5.3,4.187290052,2906
Rango,7.3,6.868934789,84944
Ransom,6.7,6.01139693,832
Rapa Nui,6.4,5.255204539,82378
Rat Race,6.5,5.492787547,4728
Ratatouille,8.1,7.419021206,50872
Ravenous,6.9,5.607958139,5112
Ray,7.7,6.951315133,8958
Ready to Rumble,5.3,4.572393574,7255
Real Steel,7.1,6.849478183,90249
Real Women Have Curves,6.9,6.795733777,32342
Rebecca,8.1,7.305611002,928
Recess: School's Out,6.5,6.137174784,1951
Red Dawn,6.3,4.819400344,3441
Red Dog,7.3,7.081690871,86320
Red Dragon,7.2,6.242441622,5630
Red Eye,6.5,5.839069348,3686
Red Planet,5.7,4.954764017,3981
Red Riding Hood,5.4,4.298066943,85397
Red River,7.7,7.244874308,2623
Red State,6.1,4.650781799,36537
Red Tails,5.9,4.268152238,92234
Redacted,6.1,4.857963349,84961
Redbelt,6.7,5.870557344,5235
Reds,7.3,6.801905342,106839
Reign Over Me,7.4,6.713897408,2236
Reign of Fire,6.2,5.658399353,5463
Reindeer Games,5.8,4.750498429,3316
Religulous,7.6,6.392831893,103539
Remember the Titans,7.8,6.684958099,74131
Renaissance Man,6.2,5.598429293,516
Rendition,6.8,5.973679347,49961
Reno 911!: Miami,5.9,5.079526602,102194
Rent,6.8,6.311210558,40826
Repo Man,6.8,6.122056919,85788
Repo Men,6.3,5.125503169,2976
Repo! The Genetic Opera,6.4,5.060117884,33781
Requiem for a Dream,8.3,6.786988966,866
Rescue Dawn,7.3,6.769179037,4875
Resident Evil,6.6,5.747310153,1466
Resident Evil: Afterlife,5.8,4.619917705,80363
Resident Evil: Apocalypse,6.1,4.982143608,8861
Resident Evil: Extinction,6.2,4.913781787,55232
Resident Evil: Retribution,5.3,4.389536162,96691
Restless,7.1,5.951619369,55154
Return to Me,7.0,6.165725941,2338
Return to Never Land,5.8,4.814102524,43919
Return to Oz,6.8,6.046297318,1748
Return to the Blue Lagoon,5.2,4.553665318,106766
Revolutionary Road,7.3,6.30998966,65130
Richard III,7.3,6.877478549,72224
Riddick,6.4,5.579908711,104243
Ride Along,6.1,5.278925466,55820
Ride with the Devil,6.7,6.394405501,5809
Riding Giants,7.8,8.081780942,50610
Riding in Cars with Boys,6.5,5.515831138,4867
Righteous Kill,6.0,4.769585281,61697
Rio,6.9,6.370732492,86298
Rio 2,6.3,5.462609219,110655
Ripley's Game,6.6,6.207625799,115220
Rise of the Guardians,7.2,7.151944985,98243
Rise of the Planet of the Apes,7.6,6.265412638,88744
River's Edge,6.9,5.833974801,103819
Road Hard,6.0,5.278249278,66427
Road House,6.7,6.330113802,26492
Road to Perdition,7.7,6.448283905,5464
Rob Roy,6.9,6.623097118,541
Robin Hood,6.6,5.470232941,3034
Robin Hood: Prince of Thieves,6.9,6.318670308,1027
Robin and Marian,6.5,5.995649372,8366
RoboCop,6.1,4.930580711,2985
RoboCop 3,4.2,3.600907838,8910
Robot & Frank,7.0,6.501685684,60133
Robots,6.4,5.612781217,32031
Rock Star,6.3,5.541560023,4757
Rock of Ages,5.9,4.838518624,95307
Rockaway,4.3,5.903054059,1078
Rocky Balboa,7.1,6.975438174,1376
Roger & Me,7.5,6.424527314,2064
Role Models,6.8,6.187130524,1036
Roll Bounce,6.2,5.688216304,4949
Rollerball,3.1,1.901086694,5094
Romance & Cigarettes,6.2,5.627846656,5841
Romeo Is Bleeding,6.5,5.441383343,93512
Romeo Must Die,6.1,5.274809335,553
Ronin,7.2,7.252673973,2278
Rosemary's Baby,8.0,7.276178849,2998
Rosewater,6.6,5.985102567,59594
Rubber,5.7,4.231434459,81132
Rudderless,7.4,7.3418101,66240
Run All Night,6.6,6.021279998,129937
Runaway Bride,5.6,3.994178142,2724
Runner Runner,5.6,4.810459307,82527
Rush,8.1,7.469929122,8158
Rush Hour 2,6.7,5.972504658,4701
Rush Hour 3,6.2,5.286752484,54648
Rushmore,7.6,6.401331698,37844
S.W.A.T.,6.1,5.053629429,6595
Sabotage,5.7,4.149916071,2196
Safe,6.5,5.88947096,46965
Safe Haven,6.7,6.27055244,4816
Safe House,6.7,5.787600376,26996
Sahara,6.1,5.427052166,5001
Saint John of Las Vegas,5.6,4.752862404,33725
Saint Ralph,7.3,7.19693072,102070
Salt,6.5,5.539236593,79293
Salvador,7.4,6.571912959,8460
Salvation Boulevard,5.3,4.713569276,113300
Samsara,8.4,6.983553753,89343
Sanctum,5.9,4.349030286,48698
Savage Grace,5.7,4.887023424,102684
Savages,6.4,5.056050925,56956
Saved!,6.7,6.372204679,3945
Saving Face,7.4,6.834564352,3747
Saving Mr. Banks,7.5,6.829177145,88405
Saving Private Ryan,8.6,7.548135667,2028
Saw II,6.6,5.80853357,104908
Saw III,6.2,5.517324083,1704
Saw IV,5.9,5.119732802,2485
Saw V,5.8,4.630171116,54833
Saw VI,6.0,5.65719341,2541
Say It Isn't So,5.0,4.459139626,30896
Scarface,8.3,7.002733344,43560
Scary Movie 2,5.4,4.437640231,4388
Scary Movie 3,5.6,5.425185483,6888
Scary Movie 4,5.1,3.920762608,44972
Schindler's List,9.0,8.199914615,115147
School Daze,6.1,5.866680278,1129
School for Scoundrels,5.9,4.955068886,55247
School of Rock,7.2,6.721382991,112497
Scooby-Doo,5.3,4.996814781,5419
Scooby-Doo 2: Monsters Unleashed,5.3,4.942479591,527
Scoop,6.6,5.648824442,112290
Scott Pilgrim vs. the World,7.6,7.067721671,79702
Scott Walker: 30 Century Man,7.2,6.657514336,89590
Scream,7.4,7.260662151,4661
Scream 2,6.3,5.705024352,49651
Scream 3,5.7,5.079935143,3273
Scream 4,6.2,5.26967691,86295
Screwed,5.7,3.93196499,64229
Scrooged,6.9,6.441179946,5048
Sea of Love,6.8,6.331995311,87485
Seabiscuit,7.3,6.870149349,6565
Secondhand Lions,7.5,6.859935831,68952
Secret Window,6.5,5.778001566,7347
Secretariat,7.2,6.497324181,196
Secretary,6.9,6.048808516,18
Seeking a Friend for the End of the World,6.7,6.012229873,57538
Selena,6.9,6.347428532,137
Selma,7.5,6.795130803,5109
Semi-Pro,5.8,4.910483273,58156
September Dawn,5.8,4.611236601,6847
Serendipity,6.8,6.024087698,2989
Serenity,7.8,7.423534604,34405
Serving Sara,5.3,4.123873564,6003
Session 9,6.4,5.21416631,482
Set It Off,6.9,6.362760685,6560
Seven Pounds,7.6,7.265093578,64716
Seven Years in Tibet,7.1,6.164664211,1619
Seventh Son,5.5,4.672711026,119655
Severance,6.4,5.690112188,71429
Sex Drive,6.5,5.428653902,3820
Sex Tape,5.1,3.447808564,112788
Sex and the City 2,4.5,2.87353555,78174
Sexy Beast,7.3,6.66945494,129845
Sgt. Bilko,5.8,5.697613759,637
Shade,6.3,5.46925364,34523
Shadow Conspiracy,4.9,4.219266073,1055
Shadow of the Vampire,6.9,6.074115335,80549
Shadowlands,7.3,6.975718506,40614
Shaft,6.0,5.410372959,3729
Shakespeare in Love,7.1,6.281972957,2014
Shalako,5.6,5.171758063,594
Shall We Dance?,6.2,5.196980601,8916
Shallow Hal,6.0,4.885335606,4890
Shame,7.2,5.854147235,2974
Shanghai Calling,6.2,6.241553928,101294
Shanghai Knights,6.2,6.400556774,6156
Shanghai Noon,6.6,5.634016508,3624
Shark Tale,6.0,5.446703127,8907
Sharknado,3.3,2.36145156,4373
Shattered Glass,7.1,6.545395832,7192
Shaun of the Dead,7.9,7.291170142,5299
She Done Him Wrong,6.3,5.52184387,25801
She Wore a Yellow Ribbon,7.2,6.534221912,1944
She's All That,5.9,4.719703899,3882
She's Gotta Have It,6.9,6.316114741,3422
She's Out of My League,6.4,6.081789622,73268
She's the Man,6.4,5.424873732,6196
She's the One,6.0,5.323444013,1886
Sheena,4.9,4.683350941,26755
Sherlock Holmes,7.6,6.609458217,73017
Sherlock Holmes: A Game of Shadows,7.4,6.792297665,91542
Shine,7.6,7.122992702,1957
Shooter,7.1,6.482495761,51935
Shooting Fish,6.5,6.173400264,96832
Shopgirl,6.3,5.39752508,53435
Shortbus,6.4,5.319709761,8855
Shorts,4.7,4.334910874,45221
Shotgun Stories,7.1,6.315561897,60735
Show Boat,6.8,6.114467153,1870
Showdown in Little Tokyo,6.1,5.60979252,5613
Showgirls,5.1,4.146718459,193
Shrek,7.9,7.285834812,4306
Shrek 2,7.4,6.641742572,8360
Shrek the Third,6.1,5.418445608,53121
Shutter,5.2,3.985743069,89864
Shutter Island,8.2,7.086397791,74458
Sicko,8.0,6.618318439,1991
Side Effects,7.1,6.059419302,4341
Signs,6.8,5.615494498,5502
Silent Hill,6.5,5.644544704,45081
Silent House,5.2,4.303791826,2908
Silent Movie,6.7,5.964645906,1193
Silver Linings Playbook,7.7,6.415118771,4771
Silverado,7.2,6.733111948,5264
Simon Birch,6.8,6.296087935,3479
Simply Irresistible,5.2,3.861230711,112946
Sin City,8.0,7.083221986,32587
Sin City: A Dame to Kill For,6.5,5.751479377,113573
Sinbad: Legend of the Seven Seas,6.7,5.994586378,6536
Singin' in the Rain,8.3,7.654963241,57432
Sinister,6.8,6.137160219,5669
Six Days Seven Nights,5.9,4.907205635,1894
Six-String Samurai,6.4,5.675982462,57910
Sky Captain and the World of Tomorrow,6.1,5.319396911,8865
Sky High,6.3,5.314122986,1617
Skyfall,7.8,6.869529362,96079
Skyline,4.5,3.248245914,2395
Slacker,7.0,6.005040102,6978
Slackers,5.3,3.918188281,1215
Sleep Dealer,6.0,5.903224198,79430
Sleeper,7.1,6.7242469,2948
Sleepers,7.5,6.956896971,1061
Sleepover,5.3,3.763243097,2387
Sliding Doors,6.7,6.252138718,4062
Sling Blade,8.0,7.21842279,26398
Small Apartments,6.1,5.855011098,109455
Small Soldiers,6.3,5.721269855,1920
Smilla's Sense of Snow,6.3,5.58347524,7030
Smoke Signals,7.2,6.474130904,25860
Snake Eyes,6.1,5.286621624,2126
Snakes on a Plane,5.5,3.607520669,98373
Snatch,8.2,6.903720966,74228
Snow Dogs,5.2,4.701066855,802
